"parental_education","family_income","internet_access","study_environment","study_hours_per_day","attendance_rate","sleep_hours","social_media_hours","assignment_completion_rate","participation_score","online_courses_completed","tutoring","pass"
"High School","Medium","Yes","Noisy",1.91,74.9,8.28,2.7,81.9,70.3,2,"Yes",1
"Bachelor","High","Yes","Moderate",3.01,87.5,7.5,1.9,78.9,81.7,1,"No",1
"Master","Medium","Yes","Moderate",1.59,96.3,7.7,2.8,82.7,63.7,0,"No",1
"Master","Low","Yes","Quiet",3.33,70.2,5.04,0.6,97.7,91.4,1,"Yes",1
"High School","Medium","Yes","Noisy",5.03,67.4,8.66,4.6,66.2,79.5,2,"No",1
"PhD","Medium","Yes","Noisy",3.5,87.1,8.22,3.2,100,58,2,"No",1
"High School","Medium","Yes","Noisy",2.49,88,6.86,0,100,66,2,"No",1
"Master","Medium","Yes","Moderate",2.74,77.4,9.41,4.1,85.3,58,2,"No",1
"High School","High","No","Noisy",3.96,67,6.75,4.2,82.5,92.7,2,"No",1
"High School","Medium","Yes","Quiet",2.66,84.7,8.46,1.8,90.2,80.4,1,"No",1
"Bachelor","Medium","Yes","Quiet",1.99,83.8,7.83,1.2,85.7,73,5,"Yes",1
"High School","Low","Yes","Noisy",3.85,95.3,7.56,0.1,67.8,39.3,1,"No",1
"Master","High","Yes","Quiet",3.16,75.4,7.02,2.2,94,53.3,1,"No",1
"Bachelor","Medium","Yes","Quiet",2.74,79.7,6.89,2,76.2,77.4,1,"No",1
"Bachelor","Low","Yes","Moderate",2.11,91.6,5.13,4.5,97.7,32.4,2,"No",1
"Master","High","Yes","Quiet",4.07,82.6,6.82,2,83.1,82.3,1,"No",1
"Master","Medium","Yes","Noisy",2.46,74,7.51,0,64.6,73,1,"No",1
"Master","Low","Yes","Quiet",1.93,91.1,5.24,3,82.7,94.1,3,"No",1
"High School","High","Yes","Quiet",2.42,83.1,7.41,3.6,74.9,88.8,2,"No",1
"Bachelor","Low","Yes","Moderate",2.01,95.7,7.65,0.9,83.3,70.7,3,"No",1
"Master","Medium","Yes","Noisy",4.02,91.8,6.7,0.8,91.1,70.1,3,"Yes",1
"Bachelor","Medium","Yes","Moderate",2.63,92,7.85,2.2,71.4,78.9,3,"No",1
"High School","Low","Yes","Noisy",2.24,80.2,6.13,1,100,53.5,6,"Yes",1
"High School","Low","Yes","Quiet",2.79,85.8,7.5,2.1,79.1,90.6,1,"No",1
"Bachelor","Medium","Yes","Quiet",2.86,100,4.34,2.7,97.1,61.9,2,"No",1
"Bachelor","High","Yes","Quiet",2.15,76.4,6.79,0,75.9,65.8,2,"No",1
"Bachelor","High","Yes","Quiet",3.91,65.4,6.32,1.8,72.3,96.2,3,"Yes",1
"Bachelor","Low","Yes","Moderate",4.45,75.4,6.93,4.2,95.2,75.7,2,"No",1
"Bachelor","Medium","Yes","Quiet",2.42,84,7.46,2.7,85.6,100,0,"No",1
"High School","Medium","No","Noisy",2.74,87.6,7.35,2.3,83.6,58.7,0,"Yes",1
"High School","Medium","Yes","Noisy",3.43,81.9,8.84,3,77.9,74.9,0,"No",1
"Bachelor","Medium","Yes","Quiet",2.22,85.6,7.11,2.2,92.9,61.6,2,"No",1
"High School","High","Yes","Noisy",2.61,82.5,7.4,1.6,83.6,45,3,"No",1
"High School","Low","Yes","Moderate",3.65,92.4,6.57,1.4,100,70.1,1,"Yes",1
"Bachelor","Low","Yes","Noisy",2.27,83.5,6.73,0.4,75.7,68.6,1,"Yes",1
"Master","Low","Yes","Noisy",3.52,100,5.88,2.3,87.1,63.6,3,"No",1
"Bachelor","Medium","No","Quiet",2.47,90.1,7.79,1,66.9,72.7,3,"No",1
"High School","Medium","Yes","Quiet",2.37,98,6.48,0.7,72,49.4,4,"No",1
"High School","High","Yes","Moderate",5.45,78.6,6.99,3.8,83.9,70.7,1,"No",1
"Bachelor","Low","Yes","Moderate",2.68,79.1,6.78,0,100,59.5,2,"No",1
"High School","High","Yes","Noisy",4.32,82.4,8.49,2.9,94.3,85,2,"No",1
"Bachelor","Low","Yes","Noisy",2.4,94.5,7.22,4.1,86.7,73.6,0,"No",1
"High School","Medium","Yes","Quiet",3.35,96.4,9.16,0.4,84.8,73.2,2,"No",1
"Master","Medium","Yes","Moderate",4.06,80.1,6.36,5.5,93.8,82,2,"No",1
"PhD","Low","Yes","Moderate",3.08,88.4,5.8,1.2,73.7,68.9,2,"No",1
"High School","Low","Yes","Quiet",1.98,93.6,6.95,2.2,88.6,82.9,3,"Yes",1
"Bachelor","High","Yes","Moderate",4.27,100,6.69,4.2,62.8,64.7,0,"No",1
"Bachelor","Medium","Yes","Moderate",3.01,86.7,7.82,2.3,76.3,46.1,3,"No",1
"High School","High","Yes","Moderate",2.42,100,8,2.4,94.7,73,4,"No",1
"High School","High","Yes","Quiet",3.67,96.4,7.72,4.2,77.6,48.2,3,"No",1
"Bachelor","High","Yes","Moderate",4.02,84.5,7.22,2.6,90.1,77.6,3,"No",1
"Master","Low","Yes","Moderate",4.05,77.2,8.07,1.8,100,84,1,"No",1
"Bachelor","Medium","Yes","Noisy",2.33,83.5,6.34,2.4,73.4,58.9,1,"No",1
"Master","Low","Yes","Moderate",3.95,97,8.1,2.5,53,52.4,5,"Yes",1
"High School","Medium","Yes","Moderate",4.17,85,8.6,1.5,67.1,76.6,1,"No",1
"Bachelor","Low","Yes","Noisy",4.34,68,6.68,0.8,79.1,67.8,1,"No",1
"Bachelor","Medium","Yes","Quiet",5.14,87.6,8.39,3,86.4,76.9,4,"No",1
"Master","Medium","Yes","Moderate",4.25,97.1,6.63,0.1,100,57.3,0,"No",1
"High School","Medium","Yes","Quiet",4.39,100,8.49,4.3,56.1,75.7,1,"No",1
"Bachelor","Low","Yes","Quiet",4.33,81.3,7.16,2.1,87.3,74,0,"Yes",1
"Master","Medium","Yes","Moderate",5.7,83.2,7.72,1.6,53.8,66.8,2,"No",1
"Master","High","Yes","Quiet",2.94,78.6,8.2,2,99.6,69.7,1,"No",1
"High School","High","Yes","Quiet",3.16,91.2,7.27,1.4,96.1,91,0,"Yes",1
"High School","Medium","Yes","Quiet",3.19,98.4,7.96,3.2,64.8,74.8,2,"No",1
"High School","Medium","Yes","Noisy",5.03,68.6,7.66,2.8,82.5,53.2,2,"No",1
"High School","Medium","Yes","Noisy",4.82,89.8,5.74,4.1,65.8,60,4,"Yes",1
"High School","Low","No","Quiet",6.36,90,6.77,1.8,79.5,66.8,2,"No",1
"Bachelor","Low","Yes","Moderate",3.1,94.6,8.24,1.4,79.3,76.2,3,"Yes",1
"High School","Low","Yes","Moderate",3.69,85.1,6.64,3.2,84.7,85,2,"No",1
"Bachelor","Medium","No","Noisy",4.53,100,6.35,1.1,51.2,72.7,2,"No",1
"High School","High","Yes","Quiet",2.45,70.8,6.69,0.7,97.7,64.6,4,"No",1
"High School","Medium","Yes","Quiet",4.22,88.1,8.4,5.4,74.3,55.6,2,"Yes",1
"High School","High","Yes","Moderate",5.04,77.8,7.2,0.6,63.2,69.2,4,"No",1
"Master","Medium","No","Moderate",3.92,94,6.49,0.5,91.7,77.5,3,"No",1
"Bachelor","Low","No","Moderate",3.52,74.2,7.06,0.8,88.6,85.9,3,"No",1
"Master","Medium","Yes","Moderate",4.48,95.7,7.45,0.8,97,83.7,1,"No",1
"High School","Medium","Yes","Quiet",3.03,90.9,7.57,2.2,74.4,57.3,4,"No",1
"Bachelor","Low","Yes","Moderate",3.46,91.6,6.27,5,64.2,63.8,3,"No",1
"High School","Medium","Yes","Quiet",5.58,90.6,6.26,0.5,100,38.4,1,"Yes",1
"High School","Medium","Yes","Noisy",3.52,100,6.96,0,78.6,56.9,3,"No",1
"High School","Low","Yes","Noisy",4.32,85.5,6.46,0.2,84.4,63.8,2,"No",1
"Bachelor","Medium","Yes","Moderate",1.74,79.9,7.39,3.8,80.1,74.3,3,"Yes",1
"Bachelor","Low","Yes","Noisy",4.78,83.7,7.74,3.2,88.3,80.7,2,"No",1
"Master","Medium","Yes","Quiet",3.52,91.1,5.61,2.7,77.6,88,2,"No",1
"Bachelor","Low","Yes","Moderate",4.06,100,7.9,1.6,100,48.1,2,"No",1
"High School","High","Yes","Quiet",1.2,84.1,7.28,1.9,87.9,75.8,1,"No",1
"High School","Medium","Yes","Quiet",2.53,97.6,7.33,2.5,88.7,100,2,"Yes",1
"Bachelor","High","Yes","Quiet",4.86,98.6,7,2.7,87.8,62,3,"No",1
"PhD","Medium","Yes","Quiet",4.04,67.4,7.37,0.2,61.8,84.7,3,"Yes",1
"PhD","Low","Yes","Moderate",4.45,81.2,9.67,0.6,55.7,63.2,1,"No",1
"High School","Medium","Yes","Noisy",4.79,95,6.69,2.1,71.5,63.8,2,"No",1
"Bachelor","Medium","Yes","Quiet",5.19,63.4,8.05,1.6,95.4,76.4,0,"No",1
"Bachelor","Medium","Yes","Quiet",4.12,77.6,8.53,0.4,100,90.1,3,"No",1
"Master","High","Yes","Moderate",4.46,89.9,6.51,0.3,76.3,75.9,3,"Yes",1
"High School","Medium","Yes","Noisy",2.39,92.6,6.71,0,100,50.4,4,"No",1
"High School","High","Yes","Noisy",2.73,86.3,9.31,4.4,91.3,60,1,"No",1
"Bachelor","Medium","Yes","Quiet",3.82,100,7.64,1.6,67.4,71.3,0,"No",1
"High School","Low","Yes","Quiet",3.84,79,7.52,0.9,73.7,68.4,3,"Yes",1
"High School","Low","Yes","Moderate",2.9,81.3,7.05,3,100,64.8,3,"No",1
"High School","Low","Yes","Moderate",3.11,75.6,8.74,0,66,53.3,3,"Yes",1
"Bachelor","Medium","Yes","Noisy",2.76,74.4,6.81,2.7,61.4,82.8,0,"No",1
"High School","Low","Yes","Noisy",5.07,79.3,6.96,5.5,100,89.7,1,"No",1
"Bachelor","Medium","Yes","Quiet",2.07,97.8,7.6,4.5,81.5,48.6,6,"No",1
"Master","Low","Yes","Moderate",4.3,100,6,3.6,69.1,78.5,1,"Yes",1
"High School","Medium","Yes","Quiet",5.19,97.4,7.3,0.1,64.8,64.1,2,"No",1
"Bachelor","Low","Yes","Quiet",4.55,74.3,7.15,3.1,66,67.4,1,"No",1
"Bachelor","Medium","Yes","Noisy",0.58,89.1,6.52,1.8,80.1,52.9,3,"No",1
"Master","Low","Yes","Moderate",3.92,96.9,6.98,3.7,74.9,30.3,1,"No",1
"Master","Low","Yes","Moderate",3.55,81.1,6.86,1.8,93.4,76,1,"No",1
"Bachelor","High","Yes","Moderate",3.92,99.7,8.66,4.1,46.6,91.3,2,"No",1
"Bachelor","Low","Yes","Quiet",3.81,81.5,8.36,1,93.3,72.7,1,"No",1
"Bachelor","Medium","Yes","Quiet",2.46,98.5,5.11,2.6,79.3,97.9,4,"No",1
"PhD","High","Yes","Moderate",4.33,93.7,6.33,2.5,70.7,75.7,2,"No",1
"Bachelor","Medium","Yes","Noisy",5.17,76.2,8.88,2.5,82,84.9,2,"No",1
"Master","Medium","Yes","Quiet",3.8,76.8,7.29,5.1,84.5,86.9,1,"No",1
"Bachelor","Medium","Yes","Moderate",2.94,87.4,5.76,3.7,100,68.3,1,"No",1
"High School","Medium","Yes","Noisy",4.07,94.3,6.59,2.3,58.2,61.9,1,"No",1
"Bachelor","Medium","Yes","Moderate",2.36,73.7,6.24,2.9,98.9,52.4,0,"No",1
"High School","Medium","Yes","Quiet",5.52,90.1,7.87,3.5,67.9,71.8,1,"No",1
"Bachelor","Medium","Yes","Moderate",4.19,71.1,7.42,4.6,61.5,57.2,3,"Yes",1
"High School","Low","Yes","Quiet",2.68,100,6.8,3.7,85.8,92.1,0,"Yes",1
"High School","Medium","Yes","Moderate",3.83,71.6,5.93,4.7,100,49.9,3,"Yes",1
"High School","Medium","Yes","Moderate",3.59,100,6.77,4.5,44.8,77.3,3,"No",1
"Master","Medium","Yes","Noisy",4.09,95.7,7.99,4.3,56.4,68.6,1,"Yes",1
"Bachelor","Medium","Yes","Moderate",2.53,69.7,9.45,1.5,93.1,89.8,2,"No",1
"Bachelor","High","Yes","Moderate",1.3,94.7,7.6,1,82.1,60.6,6,"No",1
"Master","Medium","Yes","Quiet",2.35,80.5,7.75,0.4,83.8,72,2,"No",1
"High School","High","Yes","Noisy",4.14,86.7,6.27,1.4,78.2,49.4,1,"No",1
"High School","Medium","Yes","Noisy",2.39,89.2,5.35,2,91.6,69.6,2,"No",1
"High School","Low","Yes","Moderate",5,81.1,5.73,0,73.6,78,2,"Yes",1
"Master","Medium","Yes","Noisy",3.56,87.4,5.69,3.2,73.7,92.6,5,"No",1
"Bachelor","Medium","Yes","Moderate",3.31,97.2,7.64,2.3,83.8,57.8,1,"No",1
"Master","Medium","Yes","Quiet",4.19,80.6,7.82,2.1,88.1,85.7,1,"Yes",1
"Bachelor","Medium","Yes","Moderate",5.52,95.2,5.11,0,73.8,57.9,0,"Yes",1
"High School","Medium","Yes","Moderate",2.53,96.7,8.03,1,73.5,60.1,4,"No",1
"Bachelor","Medium","Yes","Moderate",3.74,84.9,6.64,4.3,71.9,85.1,2,"No",1
"High School","Medium","Yes","Quiet",2.49,89,4.87,3.2,70.2,69,2,"No",1
"High School","High","No","Moderate",3.47,81,8.34,2.5,97.3,59.1,3,"Yes",1
"Master","High","Yes","Noisy",3.51,77.9,7.63,2.2,71.6,78,0,"Yes",1
"Bachelor","Low","Yes","Quiet",4.36,86,5.99,4.6,66.6,100,2,"No",1
"PhD","Medium","Yes","Noisy",3.55,88.2,5.1,1.9,85.6,75.1,0,"No",1
"High School","Medium","Yes","Quiet",4.08,82.1,8.41,1,72.3,74.4,2,"No",1
"Bachelor","High","No","Moderate",2.52,72.9,5.53,0.1,75.5,66.6,4,"Yes",1
"High School","Medium","Yes","Quiet",2.65,62,7.89,0.9,56,59.5,2,"No",1
"High School","Low","Yes","Quiet",3.65,95.7,6.54,0.1,77.1,96,0,"Yes",1
"Master","Medium","No","Noisy",2.59,84.1,7.49,0.4,87.1,59.2,0,"No",1
"Bachelor","Low","Yes","Quiet",4.09,93.6,8.51,3.8,84.5,51.1,5,"No",1
"Bachelor","Medium","Yes","Quiet",2.1,73.3,7.92,1.9,83.7,81.3,1,"No",1
"High School","Medium","Yes","Moderate",2.52,100,7.69,0,67.9,97.2,2,"Yes",1
"Bachelor","Low","Yes","Noisy",2.18,90.7,5.59,1.7,80.9,67.3,3,"No",1
"Master","Medium","Yes","Noisy",2.42,94.5,8.2,2.3,72.9,76.3,2,"No",1
"Bachelor","High","Yes","Noisy",3.43,89.9,9.95,2.5,56.2,69.7,1,"No",1
"Bachelor","Low","Yes","Moderate",2.37,82.7,7.77,0.7,86.3,39,2,"No",1
"Bachelor","High","Yes","Quiet",3.12,89.3,6.3,0.9,74.2,84.4,3,"No",1
"High School","Low","Yes","Quiet",5.77,92.1,7.62,5.6,88.6,60.6,3,"Yes",1
"High School","High","Yes","Quiet",2.15,85.3,5.71,2.4,59.8,45.3,0,"No",1
"Master","Medium","Yes","Quiet",2.24,100,7.89,3.9,95.7,79.9,2,"No",1
"High School","High","Yes","Noisy",4.3,98.3,7.19,0.4,85.4,52.1,2,"No",1
"Master","Medium","Yes","Quiet",4.38,90.8,8.21,2.3,84.9,65.5,1,"Yes",1
"PhD","Medium","Yes","Moderate",3.88,81,8.68,0.2,100,59.6,2,"No",1
"Bachelor","Medium","Yes","Moderate",3.42,91.9,7.16,1.5,64,86.2,4,"Yes",1
"High School","High","Yes","Moderate",6.68,65.3,6.87,4,86.5,67.4,1,"No",1
"High School","High","Yes","Quiet",3.51,77.1,7.95,1.6,90.4,79.2,1,"No",1
"PhD","Medium","Yes","Quiet",3.18,99.5,6.61,2.4,99.2,72.1,2,"No",1
"High School","Medium","Yes","Noisy",2.43,94.2,8.12,0.8,79.1,57.1,2,"Yes",1
"High School","Low","Yes","Quiet",1.65,96.8,6.17,0,83.9,89.2,2,"Yes",1
"High School","Medium","Yes","Moderate",2.96,98.6,6.18,0,75.1,65.4,1,"No",1
"Master","Low","Yes","Moderate",3.77,87.5,7.51,3.5,63,91.8,3,"No",1
"High School","Low","Yes","Quiet",2.81,84.9,6.92,0.9,84,87.2,2,"Yes",1
"Bachelor","Low","Yes","Quiet",3.59,90.4,7.58,5.7,73.3,83.8,1,"Yes",1
"PhD","Low","Yes","Quiet",3.47,83.5,7.71,0.1,68.1,86.9,0,"No",1
"Bachelor","High","No","Quiet",2.03,92.4,8.05,2.2,100,92.1,1,"No",1
"High School","Low","Yes","Moderate",1.89,90.8,7.82,1,86.1,62.7,0,"No",1
"High School","Medium","Yes","Moderate",5.72,84.9,7,1.7,67.2,70.2,4,"No",1
"PhD","Low","Yes","Quiet",2.52,88.4,8.14,3.1,59.6,85.8,2,"No",1
"PhD","Medium","Yes","Moderate",4.57,85.4,9.32,2.6,100,70.7,4,"No",1
"Master","Medium","Yes","Noisy",4.15,93,6.97,2.4,41.4,83.6,2,"No",1
"Bachelor","Medium","Yes","Moderate",3.17,81.4,7.45,2.3,65.9,78.8,1,"Yes",1
"High School","Low","Yes","Moderate",1.59,96.2,6.99,1.7,63,93.4,1,"Yes",1
"Master","High","Yes","Quiet",4.28,91.1,7.27,1.5,87.1,72.1,3,"No",1
"Master","Medium","No","Moderate",3.4,92.8,5.68,3.9,94.6,76.8,1,"No",1
"Bachelor","Low","Yes","Moderate",4.53,82.9,6.54,4.3,88.2,57.6,1,"Yes",1
"PhD","Low","No","Moderate",4.4,91.5,6.84,1.2,100,67.4,1,"Yes",1
"High School","Medium","Yes","Moderate",1.36,88.4,7.72,4.2,93.8,85.8,3,"No",1
"Bachelor","Medium","Yes","Moderate",4.12,83.6,8.14,2.3,50.8,75.6,1,"No",1
"Bachelor","High","Yes","Moderate",5.03,81.3,6.17,4.1,58.3,69.7,1,"No",1
"Master","Medium","Yes","Quiet",3.33,78.6,6.61,0,65.3,94.4,1,"Yes",1
"Bachelor","Low","Yes","Quiet",6.14,76.9,8.73,3.4,100,57.8,2,"No",1
"Master","Medium","Yes","Moderate",2.26,91.3,7.85,2.4,65.9,91.5,1,"Yes",1
"Master","Low","Yes","Quiet",5.29,99.6,7.23,3.9,83.7,78.1,1,"No",1
"Bachelor","Medium","Yes","Noisy",3.2,99.7,7.09,2.9,77.1,83.9,5,"No",1
"Bachelor","High","Yes","Moderate",2.41,80.3,6.5,3.7,74.9,61.7,1,"No",1
"Bachelor","Medium","Yes","Noisy",2.14,73.6,6.58,3.2,78.2,64.6,2,"No",1
"Bachelor","Low","Yes","Quiet",3.17,82.8,7.41,1.1,82.5,71.5,1,"No",1
"PhD","Medium","Yes","Moderate",3.83,92.9,7.05,2.3,85,49.1,0,"No",1
"Bachelor","High","Yes","Noisy",5.56,96,6.97,3,100,48.8,1,"No",1
"Master","Medium","Yes","Noisy",3.12,89.1,6.9,3.1,69.1,71.6,1,"No",1
"Master","Medium","Yes","Moderate",2.8,89,8.05,1,70.7,60.7,1,"No",1
"High School","Medium","Yes","Quiet",3.17,77.1,6.8,1.1,100,67.3,4,"No",1
"Bachelor","High","Yes","Moderate",4.32,76.8,7.63,4.5,79.8,68.2,1,"Yes",1
"Master","Medium","Yes","Quiet",2.63,100,8.53,1,75.6,73.6,5,"No",1
"High School","Medium","Yes","Quiet",3.9,87.2,6.92,2.1,100,49.9,2,"No",1
"Bachelor","High","No","Quiet",2.7,97,7.17,3.1,95.4,55.7,1,"No",1
"Master","Medium","Yes","Moderate",4.16,100,5.39,2.4,100,72.3,3,"Yes",1
"High School","Low","Yes","Quiet",4.48,89.5,6.93,2.4,68.3,72.2,1,"No",1
"High School","Medium","Yes","Noisy",4.03,85.9,6.37,3.1,73,81.9,0,"No",1
"High School","Medium","Yes","Noisy",3.49,78.9,6.22,4.1,76.8,69.1,3,"No",1
"Master","Medium","Yes","Quiet",0.79,88,6.68,2.8,80.1,54.5,3,"Yes",1
"High School","Medium","No","Quiet",4.85,95.9,6.3,3.5,53.3,99.1,0,"Yes",1
"High School","Low","Yes","Moderate",5.76,73.9,8.8,2.5,70.1,79.8,0,"No",1
"Master","Low","Yes","Noisy",3.89,77.4,6.9,2.4,82.4,83.2,3,"No",1
"Bachelor","Medium","Yes","Quiet",1.97,87.1,7.5,5.1,63.5,63.4,2,"No",1
"Bachelor","Low","No","Quiet",3.46,90.7,7.72,2,77.9,39,5,"No",1
"Bachelor","Medium","Yes","Quiet",5.03,77.5,5.94,4.1,73.8,85.3,5,"Yes",1
"High School","Low","Yes","Moderate",5.4,88.2,6.29,0.9,88.8,81.6,0,"No",1
"Bachelor","Medium","Yes","Quiet",4.59,87.8,8,1,86.6,100,2,"Yes",1
"High School","Medium","Yes","Noisy",4.59,88.3,6.36,0.6,71.3,54.7,2,"No",1
"High School","Medium","No","Quiet",5.9,82.1,7.47,0.9,100,90.3,4,"Yes",1
"Bachelor","High","Yes","Moderate",4.11,88.1,8.34,4.2,91.5,56.1,3,"No",1
"High School","Medium","Yes","Moderate",3.12,86.9,7.38,3.6,100,69.3,5,"No",1
"Bachelor","Medium","Yes","Quiet",4.66,68.4,5.4,2.6,97.8,85,1,"No",1
"High School","High","Yes","Quiet",5.39,71.4,5.62,3.9,61,53.2,3,"No",1
"Bachelor","High","Yes","Moderate",5.05,77.4,5.81,0.6,67.2,58.6,4,"No",1
"Bachelor","Medium","Yes","Noisy",2.92,93.5,6.74,1.7,88.2,55.6,0,"Yes",1
"Master","Low","Yes","Moderate",3.75,99.1,6.06,1.1,91.8,62,1,"No",1
"Bachelor","Medium","Yes","Moderate",2.2,92.5,7.93,2.9,100,52.3,6,"No",1
"High School","High","Yes","Moderate",2.98,70.2,8.49,3,70.2,100,1,"Yes",1
"Master","Medium","Yes","Moderate",4.17,100,7.26,0,89.1,94.9,3,"No",1
"High School","Medium","Yes","Moderate",3.66,100,4.82,3.4,85.2,77.5,2,"Yes",1
"Master","Medium","Yes","Moderate",2.65,80.7,7.25,2.7,76.5,50.8,3,"No",1
"Master","High","Yes","Noisy",4.09,83.5,7.42,2.9,75.2,76.3,1,"Yes",1
"High School","Low","Yes","Noisy",3.09,84.4,7.19,3.8,77.1,92.3,4,"No",1
"Master","High","Yes","Quiet",4.97,74.2,7.88,5,67.7,72.2,0,"Yes",1
"Master","Low","No","Quiet",6.03,85.7,6.42,6.2,70.1,62.4,1,"No",1
"Bachelor","High","No","Quiet",1.92,97.8,9.15,3.5,74,69.6,3,"No",1
"Master","Low","Yes","Quiet",4.49,77.5,6.95,3,65,43.3,4,"No",1
"High School","Low","Yes","Moderate",3.47,77.9,6.97,2.5,85,69.7,3,"No",1
"Bachelor","Low","Yes","Moderate",2.5,81.8,6,1.8,100,53,5,"No",1
"High School","Low","Yes","Moderate",3.96,89.4,7.05,1.1,83.8,66.8,6,"Yes",1
"High School","Medium","Yes","Quiet",1.55,100,6.32,0.3,92.2,76.2,1,"No",1
"Bachelor","Medium","Yes","Quiet",3.15,95.5,7.68,1.1,86.2,65.9,2,"Yes",1
"Bachelor","Low","Yes","Quiet",3.98,93.4,7.77,0.7,75.1,69.9,3,"No",1
"Master","High","Yes","Moderate",2.45,99,5.79,2,95.3,61.4,1,"No",1
"Bachelor","Medium","Yes","Noisy",2.95,100,5.44,0,100,41,4,"No",1
"Bachelor","Low","Yes","Moderate",3.26,89.3,9.35,2.5,80.8,70.8,1,"No",1
"High School","Medium","Yes","Quiet",3.99,76.7,7.33,3.5,51.4,58.8,1,"No",1
"High School","Medium","Yes","Noisy",4.24,69.7,7.7,1.6,70,73.2,2,"Yes",1
